CF (Correct Answer)	Input	Similarity value
variance	varience	0
normal	normal	1
normal	normal	1
normal	normal	1
units	units	1
variance	variability	0.09235277
likelihood|probability	variability	0.1104503
squared	standard	0.06013192
observations	observations	1
standarddeviation	standard deviation	0
normal	normal	1
standarddeviation	[timeout]	0
range|set	set	0.6705973
mean	mean	1
variance	standard deviation	0.04290871
statistic	[timeout]	-0.02000074
standarddeviation	standard deviation	0
variability	distribution	0.01659191
mean	norm	-0.01058563
density	varience	0
normal	normal	1
variance	standard deviation	0.04290871
variance	standard deviation	0.04290871
different|far|variable	[timeout]	0.05748892
squared	[timeout]	0.03092544
squareroot	[timeout]	0
sum	sum	1
different|far|variable	different	0.6180547
distribution		NA
represents|describes|shows		NA
difference	difference	1
represents|describes|shows	represents	0.4684053
variability		NA
normal	normal	1
statistic		NA
variability	variable	0.03123786
probability|likelihood|chance	range	0.005119831
statistic	[timeout]	-0.02000074
standarddeviation	[timeout]	0
1|one	number	0.1780905
units	[timeout]	0.0007565586
statistic	number	0.1059846
normal	[timeout]	-0.007178908
3	1	0
standarddeviation		NA
samples	numbers	0.08800811
range	[timeout]	0.003927464
distribution	distribution	1
participated	volunteer	-0.07690529
count	count	1
mean	mean	1
normal	normal	1
difference	root	0.01133235
normal	normal	1
standarddeviation	deviation	0
range|set	set	0.6705973
subject|participant|participants	[timeout]	0.02804829
1|one	[timeout]	0.00668314
variability	variability	1
samples	subjects	0.01624766
distribution	probability	0.1551336
range	range	1
divided	sruared	0
statistic	[timeout]	-0.02000074
standarddeviation	standard deviation	0
statistic	[timeout]	-0.02000074
statistic	sample	0.1564132
units	subject	-0.02699668
95	[timeout]	0
1|one	[timeout]	0.00668314
observations	subjects	0.0514266
expect	[timeout]	0.06841187
standarddeviation	standard deviation	0
normal	[timeout]	-0.007178908
statistic	sample	0.1564132
samples	[timeout]	-0.02774676
normal	normal	1
sample	sample	1
observation	[timeout]	-0.1081844
variability	variability	1
distribution	probability	0.1551336
units	units	1
99.7	[timeout]	0
count	count	1
standarddeviation	variability	0
mean	mean	1
95	99.7	0
normal	normal	1
likelihood|probability	probability	0.8752168
describes|is|represents	sample	0.1207889
observations	events	0.09293103
difference	deviation	0.05166587
3	3	0
normal	normal	1
1|one	[timeout]	0.00668314
different|far|variable	different	0.6180547
represents|describes|shows	describes	0.5329534
sum	sum	1
difference	difference	1
distribution	probability	0.1551336
range	range	1
dividing	dividing	1
3	3	0
different|far|variable	different	0.6180547
variable|random	smaller	-0.0007686902
range|set	set	0.6705973
count	[timeout]	0.03134056
mean	mean	1
statistic	statistic	1
99.7	99.7	0
99.7	99.7	0
different|far|variable	different	0.6180547
variance	variance	1
describes|is|represents	describes	0.7441715
different|far|variable	different	0.6180547
99.7	99.7	0
range	range	1
variable|random	variable	0.9121205
mean	mean	1
dividing	dividing	1
95	68	0
subject|participant|participants	being	0.07460973
different|far|variable	different	0.6180547
variance	variance	1
symmetric	symmetric	1
represents|describes|shows	describes	0.5329534
subject|participant|participants	subject	0.9450604
squared	squared	1
different|far|variable	different	0.6180547
subject|participant|participants	subject	0.9450604
95	95	0
subject|participant|participants	subject	0.9450604
variable|random	variable	0.9121205
symmetric	symmetric	1
squareroot	square	0
95	95	0
individual|single	different	0.1370365
symmetric	symmetric	1
symmetric	symmetric	1
squareroot	square root	0
samplemean|mean	mean	1
squared	square	0.09447537
mean	mean	1
symmetric	symmetric	1
variable|random	different	0.0874528
different|far|variable	different	0.6180547
symmetric	symmetric	1
95	95	0
variability	range	0.07581243
range|set	range	0.7634179
range	range	1
represents|describes|shows	describes	0.5329534
sum	sum	1
99.7	99.7	0
sample	sample	1
standarderror	variance	0
squareroot	square root	0
probability	probability	1
same	same	1
sample	sample	1
variable|random	variable	0.9121205
different|far|variable	different	0.6180547
likelihood|probability	probability	0.8752168
describes|is|represents	describes	0.7441715
mean	mean	1
range	range	1
variance	variance	1
equal	same	0.2438991
measure|represent|describe	describe	0.5806054
sample	sample	1
different|far|variable	different	0.6180547
range|set	set	0.6705973
standarddeviation	standard deviation	0
involves|uses|includes|observes	uses	0.6675121
normal	normal	1
sum	sum	1
variable|random	variable	0.9121205
standarddeviation	variance	0
normal	normal	1
likelihood|probability	probability	0.8752168
describes|is|represents	describes	0.7441715
99.7	99.7	0
represents|describes|shows	describes	0.5329534
squareroot	square root	0
difference	difference	1
2	2	0
sample	sample	1
sum	sum	1
normal	normal	1
different|far|variable	different	0.6180547
variable|random	variable	0.9121205
range|set	set	0.6705973
samplemean|mean	mean	1
participated	participate	0.2836498
99.7	99.7	0
range	range	1
squareroot	square root	0
likelihood|probability	probability	0.8752168
standarderror	standard error	0
describes|is|represents	describes	0.7441715
units	square	0.2442946
variability	variability	1
statistic		NA
individual|single	standard	0.0457653
variable|random	studied	0.01803422
standarderror	standard error	0
normal	standard	0.02859854
multiple|many	multiple	0.8556041
variability	variations	0.04702359
normal	normal	1
68	95	0
normal	standard	0.02859854
density	[timeout]	0.007179775
population	area	0.2066154
individual|single	individual	0.8333944
normal	normal	1
variable|random	varied	-0.007282938
mean	mean	1
describes|is|represents	is	0.3004219
expect	believe	0.06617213
standarderror	standard error	0
68	68	0
multiple|many	multiple	0.8556041
represents|describes|shows	[timeout]	-0.07480666
statistic	statistic	1
range	range	1
range|set	sample	0.1380402
standarddeviation	standard	0
variable|random	variation	0.1549058
standarddeviation	standard deviation	0
statistic	range	0.01032877
normal	normal	1
normal	normal	1
standarddeviation	deviation	0
involves|uses|includes|observes	samples	0.03105609
represent|describe|sample	represent	0.5618359
standarddeviation	standard deviation	0
normal	normal	1
standarddeviation	standard deviation	0
distribution	deviation	0.139726
standarddeviation	standard deviation	0
involves|uses|includes|observes	involves	0.6161347
normal	normal	1
represent|describe|sample	represent	0.5618359
normal	normal	1
sample	deviation	0.2140311
involves|uses|includes|observes	involves	0.6161347
normal	normal	1
normal	normal	1
represent|describe|sample	represent	0.5618359
standarddeviation	standard deviation	0
standarddeviation	standard deviation	0
variance	deviation	9.478002E-05
normal	normal	1
involves|uses|includes|observes	involves	0.6161347
normal	normal	1
normal	normal	1
standarddeviation	standard deviation	0
normal	normal	1
variable|random	gathered	0.1238281
standarddeviation	standard deviation	0
mean|samplemean|average	mean	0.6045831
normal	normal	1
variance	variance	1
range	range	1
describes|is|represents	deviation	0.02372568
divided	multiplied	0.0219842
units	variable	0.05840188
variance	varience	0
variability	variance	0.09235277
distribution	deviation	0.139726
expect	expect	1
normal	normal	1
range	range	1
variance	deviation	9.478002E-05
standarddeviation	standard deviation	0
range|set	range	0.7634179
standarddeviation	deviation	0
range	range	1
subject|participant|participants	involves	-0.03639806
samples	samples	1
squareroot	mean	0
variance	variance	1
normal	normal	1
squareroot	square root	0
variance	variance	1
samples	samples	1
standarddeviation	standard deviation	0
range	range	1
variability	variable	0.03123786
participated	sampled	-0.1149039
1	1	0
sample	sample	1
expect	expect	1
observation	value	-0.04629001
units	range	0.02721862
distribution	variance	0.1301108
divided	divided	1
95	95	0
standarddeviation	standard deviation	0
units	units	1
participated	participated	1
normal	normal	1
variance	range	0.006271204
standarddeviation	distribution	0
standarddeviation	variablity	0
sum	sum	1
variability	variablity	-0.06569579
probability|likelihood|chance	probability	0.6468432
99.7	97	0
2	2	0
variance	mean	0.01016356
sample	sample	1
samples	samples	1
expect	expect	1
range	range	1
distribution	statistic	0.05095213
variance	variance	1
sample	average	0.19166
standarddeviation	[timeout]	0
range|set	[timeout]	-0.02050513
sample	[timeout]	0.01504148
sample	sample	1
units	range	0.02721862
1|one	range	0.00688075
likelihood|probability	unt\it	0
observations	likelihood	0.008974818
involves|uses|includes|observes	includes	0.6147089
units	unit	0.6995343
sample	range	0.1368643
variability	density	0.1085139
characteristic	range	0.07808504
variance	[timeout]	-0.03662752
dividing	range	0.09037871
units	units	1
standarderror	average	0
99.7	1	0
subject|participant|participants	sampl	0
sample	error	-0.02054984
statistic	deviation	0.03356323
observation	[timeout]	-0.1081844
range	range	1
1|one	[timeout]	0.00668314
statistic	statistic	1
density	propability	0
units	units	1
squareroot	statistic	0
1|one	1	0
variability	deviant	-0.004344468
99.7	[timeout]	0
samples	statistics	0.128976
units	units	1
standarddeviation	[timeout]	0
multiple|many	sample	0.09853818
standarddeviation	sample	0
sample	[timeout]	0.01504148
variance	[timeout]	-0.03662752
standarddeviation	deviantion	0
standarddeviation	standard deviantion	0
characteristic	man	0.06692352
variability	variability	1
samples	samples	1
units	units	1
normal	average	0.2075325
standarddeviation	standard deviation	0
units	units	1
samplemean|mean	mean	1
samples	samples	1
standarddeviation	standard deviation	0
describes|is|represents	is	0.3004219
standarderror	variability	0
normal	[timeout]	-0.007178908
variability	variability	1
normal	normal	1
normal	normal	1
standarddeviation	man	0
units	unts	0
normal	normal	1
sample	sample	1
standarddeviation	standard deviation	0
samples	samples	1
normal	normal	1
variance	average	0.02933031
samplemean|mean	mean	1
population	variance	0.07954877
standarddeviation	standard deviation	0
participated	test	-0.02157428
density	standard deviation	0.07013468
likelihood|probability	probability	0.8752168
normal	normal	1
standarddeviation	average	0
difference	deviantion	0
normal	normal	1
sample	sample	1
normal	normal	1
describes|is|represents	is	0.3004219
mean	sample	0.04083578
normal	normal	1
represents|describes|shows	tells	0.2415371
standarddeviation	devation	0
mean|samplemean|average	mean	0.6045831
same	standard	0.03109268
density	standard	0.05455568
standarddeviation	standard deviation	0
sample	sample	1
standarddeviation	standard deviation	0
normal	normal	1
standarddeviation	denisity	0
normal	normal	1
measure|represent|describe	measure	0.7689974
normal	normal	1
likelihood|probability	charateristics	0
characteristic	charateristic	0
expect	many	0.01897832
squared	standard	0.06013192
variable|random	normal	-0.0265047
normal	normal	1
mean|samplemean|average	mean	0.6045831
subject|participant|participants	sample	-0.05426542
different|far|variable	different	0.6180547
mean|samplemean|average	mean	0.6045831
density	mean	-0.02488231
represent|describe|sample	sample	0.662027
normal	normal	1
mean	mean	1
normal	nomral	0
standarddeviation	deviation	0
sample	mean	0.04083578
normal	normal	1
likelihood|probability	likelihood	0.4928042
normal	normal	1
measure|represent|describe	measure	0.7689974
standarddeviation	standard deviation	0
standarddeviation	density	0
sample	sample	1
subject|participant|participants	subject	0.9450604
represents|describes|shows	describes	0.5329534
observations	samples	0.04512589
standarderror	[timeout]	0
distribution	[timeout]	-0.003612177
normal	bell curve	0.01219183
normal	standard	0.02859854
distribution	statistic	0.05095213
range|set	range	0.7634179
observations	results	0.3249439
statistic	number	0.1059846
mean	mean	1
3	-3 3	0
standarddeviation	[timeout]	0
standarderror	standard error	0
statistic	statistic	1
standarderror	standard error	0
count	amount	0.1718728
likelihood|probability	chance	0.02654228
distribution	[timeout]	-0.003612177
statistic	statistic	1
variance	standard deviation	0.04290871
normal	normal	1
count	count	1
statistic	statistic	1
count	count	1
distribution	[timeout]	-0.003612177
observations	values	-0.05607055
variance	[timeout]	-0.03662752
squareroot	[timeout]	0
mean|samplemean|average	mean	0.6045831
variability	distrobution	0
sample	[timeout]	0.01504148
same	[timeout]	-0.04236013
same	same	1
statistic	statistic	1
standarderror	standard error	0
standarderror	standard error	0
sample	sample	1
represent|describe|sample	represent	0.5618359
same	same	1
variability	variance	0.09235277
observations	samples	0.04512589
same	same	1
dividing	[timeout]	-0.06684689
sample	sample	1
sample	sample	1
represents|describes|shows	shows	0.8075404
standarddeviation	standard deviation	0
standarderror	standard error	0
dividing	dividing	1
same	same	1
dividing	dividing	1
represents|describes|shows	shows	0.8075404
observations	samples	0.04512589
same	same	1
